Video Name,Split001,Split002,Split003,Split004,Split005,Split006,Split007,Split008,Split009,Split010,Split011,Split012,Split013,Split014,Split015,Split016,Split017,Split018,Split019,Split020,Split021,Split022,Split023,Split024,Split025,Split026,Split027,Split028,Split029,Split030,Split031,Split032,Split033,Split034,Split035,Split036,Split037,Split038,Split039,Split040,Split041,Split042,Split043,Split044,Split045,Split046,Split047,Split048,Split049,Split050,Split051,Split052,Split053,Split054,Split055,Split056,Split057,Split058,Split059,Split060,Split061,Split062,Split063,Split064,Split065,Split066,Split067,Split068,Split069,Split070,Split071,Split072,Split073,Split074,Split075,Split076,Split077,Split078,Split079,Split080,Split081,Split082,Split083,Split084,Split085,Split086,Split087,Split088,Split089,Split090,Split091,Split092,Split093,Split094,Split095,Split096,Split097,Split098,Split099,Split100
BDD100K_003,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Test,Test,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Test,Test,Test,Train,Train,Train,Train,Test,Train,Test,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Test
BDD100K_004,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Test,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Test,Train,Train,Train,Train,Test,Train,Test,Train,Test,Test,Train,Test,Test,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train
BDD100K_005,Train,Test,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Test,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Test
BDD100K_006,Test,Train,Train,Train,Test,Test,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Test,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
BDD100K_007,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Test,Test,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test
BDD100K_008,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Test,Train,Test,Train,Train
BDD100K_009,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Test,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Test
BDD100K_010,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train
BDD100K_011,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Test,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
BDD100K_012,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Test,Train,Test,Test,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Test,Train,Train,Train,Train,Train,Train,Train
BDD100K_013,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Test,Test,Train,Test,Train,Train,Test,Test,Train,Train,Test,Test,Test,Train,Train,Test,Train,Test,Train,Train,Train,Train
BDD100K_014,Test,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Test,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Test,Test,Test,Test,Train,Train,Test,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Test,Train,Train
BDD100K_015,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Test,Test,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train
BDD100K_016,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Test,Train,Train,Train,Train,Test,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train
BDD100K_017,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train
BDD100K_018,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Test,Train,Test,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Test,Train,Train,Test,Train,Test,Train,Train,Train,Test,Train,Test,Train,Train,Train,Test,Train,Train,Train,Test,Test,Train,Train,Test,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Test
BDD100K_019,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Test,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Test,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Test,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Test,Train,Train,Test,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train
BDD100K_020,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Test,Train,Test,Train,Test,Train,Train,Train,Train,Test,Test,Train,Test,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train
BDD100K_021,Test,Test,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Test,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Test,Test,Train,Train,Train,Test,Train,Train,Train,Test
BDD100K_022,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Test,Test,Train,Train,Test,Train,Test,Train,Test,Train,Train,Test,Train,Train,Train,Train,Test,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Test,Train,Train,Test,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
BDD100K_023,Test,Train,Test,Train,Test,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Test,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Test,Test,Test,Train,Test,Train,Train,Test,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test
BDD100K_024,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Test,Train,Train,Train,Train,Train,Train,Test,Test,Test,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Test,Train,Train
BDD100K_025,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Test
BDD100K_026,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Test,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Test
BDD100K_027,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Test,Test,Train,Train,Test,Test,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Test,Train,Train
BDD100K_028,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train
BDD100K_029,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Test,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Test,Train,Train,Train,Test,Test,Train,Train,Test,Train,Test,Train,Test,Train,Test,Train
BDD100K_030,Train,Test,Train,Test,Train,Train,Train,Train,Test,Test,Train,Test,Train,Train,Test,Train,Test,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Test,Train,Test,Train,Train,Test,Test,Test,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train
BDD100K_031,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Test,Test,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test
BDD100K_032,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Test,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Test,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train
BDD100K_033,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train
BDD100K_034,Test,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Test,Test,Train
BDD100K_035,Train,Train,Train,Train,Train,Train,Test,Test,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Test,Test,Train,Train,Test,Train,Train
BDD100K_036,Train,Train,Test,Test,Train,Test,Train,Train,Train,Test,Test,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Test,Train,Train,Test,Train,Train,Test,Train,Test,Test,Train,Train,Train,Train,Train,Train,Test,Test,Test,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Test,Train,Train,Train,Train,Test,Test,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train
BDD100K_037,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Test,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Test,Test
BDD100K_038,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Test,Test,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Test,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train
BDD100K_039,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Test,Test,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Test,Train,Test,Train,Train,Train,Train,Train
BDD100K_040,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Test,Test,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Test,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Test,Train,Train,Train,Train
Caltech_001,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Test,Test,Train,Train,Train,Test,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train
Caltech_002,Train,Train,Test,Test,Train,Train,Test,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Test,Train,Test,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train
Caltech_003,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Test,Train,Test,Test,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train
Caltech_004,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Test,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Test,Test,Test,Train,Train,Train,Test,Train,Train,Test,Train,Test,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Test,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Test,Train,Train,Train
Caltech_005,Train,Train,Test,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Test,Test,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Test,Train,Train,Train
Caltech_006,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Test,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Test,Train,Train,Test,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Test,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train
